super_book_title,super_book_code,high_level_keyword,parisian_keyword
Esprit (l') de la fronde,spbk0000766,pk036,Histoire
Esprit (l') des croisades,spbk0000767,pk036,Histoire
Esprit (de l') des loix,spbk0000768,pk105,Science et Arts
Esprit (l') des Romains,spbk0000769,pk015,Belles-Lettres
Esprit du grand Corneille,spbk0000770,pk015,Belles-Lettres
Esquisse intéressant,spbk0000771,pk036,Histoire
Essai contre l'abus du pouvoir des souverains,spbk0000773,pk105,Science et Arts
Essai de trigonométrie sphérique,spbk0000775,pk105,Science et Arts
Essai historique sur la vie de Marie Antoinette d'Autriche,spbk0000776,pk036,Histoire
Essai philosophique et moral sur le plaisir,spbk0000779,pk105,Science et Arts
Essai philosophique sur le monachisme,spbk0000780,pk036,Histoire
Essai sur l'administration de St. Domingue,spbk0000781,pk036,Histoire
Essai sur l'éducation militaire,spbk0000782,pk105,Science et Arts
Essai sur l'homme,spbk0000783,pk015,Belles-Lettres
Essais sur l'étude de la morale,spbk0000785,pk105,Science et Arts
Essai sur la colonie de Sainte-Lucie,spbk0000787,pk036,Histoire
Essai sur la marine et sur le commerce,spbk0000788,pk105,Science et Arts
Essai sur la nature et la destination de l'âme,spbk0000790,NA,NA
[Essai sur la necessité],spbk0000791,pk114,Undetermined
Essai sur la partie arithmétique de l'horlogerie,spbk0000792,pk105,Science et Arts
Essai sur la physiognomonie,spbk0000793,pk105,Science et Arts
Essai sur la Providence,spbk0000794,pk106,Théologie
Essai sur la providence et sur la possibilité physique de la resurrection,spbk0000795,NA,NA
Essai sur la religion des anciens Grecs,spbk0000796,pk036,Histoire
Essai sur la santé et sur l'éducation médicinale des filles destinées au mariage,spbk0000797,pk105,Science et Arts
Essai sur la théorie du somnambulisme magnétique,spbk0000798,pk105,Science et Arts
Essai sur le caractère et les moeurs des françois,spbk0000801,pk036,Histoire
Essai sur le commerce de Russie,spbk0000802,pk105,Science et Arts
Principes de la philosophie morale,spbk0000804,pk105,Science et Arts
Essai sur le préjugé subsistant contre les familles des condamnés,spbk0000805,pk082,Jurisprudence
Essai sur le style,spbk0000806,pk015,Belles-Lettres
Essai sur le suicide,spbk0000807,pk105,Science et Arts
Essais sur l'administration,spbk0000809,pk105,Science et Arts
Nouvel essai sur les grands événemens par les petites causes,spbk0000810,pk105,Science et Arts
Essai sur les haras,spbk0000811,pk105,Science et Arts
Essai sur quelques changemens qu'on pourrait faire dès à présent dans les loix criminelles de France,spbk0000812,pk082,Jurisprudence
Essai sur les maladies auxquelles sont sujettes les personnes qui vivent à la cour,spbk0000813,pk105,Science et Arts
Essai sur les maladies des gens du monde,spbk0000814,pk105,Science et Arts
Essai sur les moyens d'exciter et d'entretenir l'amour,spbk0000816,pk105,Science et Arts
Essai sur les préjuges,spbk0000818,NA,NA
Nouveaux essais sur la noblesse,spbk0000819,pk036,Histoire
Essais sur l'hygrométrie,spbk0000820,pk105,Science et Arts
Essai d'un système des transitions de la nature,spbk0000821,pk105,Science et Arts
"Essais de géographie, de politique et d'histoire",spbk0000825,pk036,Histoire
"Essais historiques, par M. J*** M*****",spbk0000826,pk036,Histoire
Essais sur divers sujets de littérature et de morale,spbk0000829,pk015,Belles-Lettres
Essai sur les mystères et le véritable objet de la confrérie des francs-maçons,spbk0000834,pk036,Histoire
Essais historiques et critiques sur les juifs anciens et modernes,spbk0000835,pk036,Histoire
Essais sur les philosophes et la philosophie,spbk0000837,pk015,Belles-Lettres
"Essais, ou réflexions intéressantes relatives à la chymie, la médecine, l'économie et le commerce",spbk0000838,pk015,Belles-Lettres
Estampes [Impératrice de Russie],spbk0000843,pk105,Science et Arts
Estampes [Port de mer],spbk0000845,pk105,Science et Arts
Estampes [Marechal du Saxe],spbk0000846,pk105,Science et Arts
Estampes [Guillaume Tell],spbk0000847,pk105,Science et Arts
Estampes [La Bible],spbk0000848,pk105,Science et Arts
Etat et délices de la Suisse,spbk0000850,pk036,Histoire
Etat de la Corse,spbk0000851,pk036,Histoire
Etat de la navigation nationale,spbk0000852,pk105,Science et Arts
Etat present des Indes hollandaises,spbk0000853,pk036,Histoire
Etat présent du royaume de Portugal,spbk0000854,pk036,Histoire
Etourdi (l'),spbk0000855,pk015,Belles-Lettres
Etrenne chrétienne ou méditations et prières,spbk0000856,pk106,Théologie
Etrennes d'un médecin,spbk0000857,pk105,Science et Arts
Etrennes aux désoeuvrés,spbk0000858,NA,NA
Etrennes de l'Empereur de la Chine,spbk0000859,pk036,Histoire
Etrennes du Parnasse,spbk0000860,pk015,Belles-Lettres
Etrennes (les) du sage,spbk0000861,pk015,Belles-Lettres
Etudes de la nature,spbk0000862,pk105,Science et Arts
Eugénie,spbk0000863,pk015,Belles-Lettres
Introductio in analysin infinitorum,spbk0000864,pk105,Science et Arts
Flavii Eutropii breviarium historiae Romanae,spbk0000865,pk036,Histoire
Evangile (l') du jour,spbk0000866,NA,NA
Evangile (l') de la raison,spbk0000867,NA,NA
Evelina,spbk0000868,pk015,Belles-Lettres
Evénemens (les) nocturnes,spbk0000869,pk015,Belles-Lettres
Examen critique des apologistes de la religion chrétienne,spbk0000871,pk106,Théologie
Examen critique du militaire français,spbk0000872,pk105,Science et Arts
Examen critique de la vie et des ouvrages de Saint Paul,spbk0000873,pk106,Théologie
Court examen de la thèse de Mr. l'abbé de Prades,spbk0000874,pk106,Théologie
Examen de l'Essai sur les préjuges,spbk0000875,NA,NA
Examen de l'évidence intrinsèque du christianisme,spbk0000876,pk106,Théologie
Examen de la nouvelle histoire de Henri IV,spbk0000877,pk036,Histoire
Examen des prophéties,spbk0000878,pk106,Théologie
Examen impartial des principales religions du monde,spbk0000880,NA,NA
Convient-il de supprimer une partie des sermons qui se prononcent à Genève?,spbk0000881,pk036,Histoire
"Excursion (l'), ou l'Escapade",spbk0000882,pk015,Belles-Lettres
Excursion dans les mines du Haut Faucigny,spbk0000883,pk036,Histoire
[Lexicon en Allemand],spbk0000884,pk015,Belles-Lettres
Expériences pour servir à l'histoire de la génération des animaux et des plantes,spbk0000885,pk105,Science et Arts
Exposition raisonnée des différentes méthodes d'administrer le mercure,spbk0000887,pk105,Science et Arts
Exposé justificatif pour le peuple du canton de Fribourg en Suisse,spbk0000889,pk036,Histoire
Expériences sur la digestion,spbk0000890,pk105,Science et Arts
Extrait du Dictionnaire historique et critique,spbk0000891,pk015,Belles-Lettres
Fabius et Caton,spbk0000893,pk015,Belles-Lettres
"Cour (la), fables allegoriques",spbk0000898,pk015,Belles-Lettres
Fables (les) de La Fontaine,spbk0000899,pk015,Belles-Lettres
Fables et contes de Gellert,spbk0000900,pk015,Belles-Lettres
Fables orientales,spbk0000901,pk015,Belles-Lettres
Fastes (les) de Louis XV,spbk0000904,pk036,Histoire
Fat (le) corrigé,spbk0000905,pk015,Belles-Lettres
Fatalisme (le),spbk0000906,pk015,Belles-Lettres
Faux Ibrahim,spbk0000907,pk015,Belles-Lettres
Faustin,spbk0000909,pk015,Belles-Lettres
Favori (le) de la fortune,spbk0000910,pk015,Belles-Lettres
"Justini Febronii,... de Statu Ecclesiae",spbk0000911,pk036,Histoire
Jurisprudentia antiqua,spbk0000913,pk082,Jurisprudence
Femme (la) infidelle,spbk0000914,pk015,Belles-Lettres
"[Femmes célèbres, ou les françoises]",spbk0000915,pk114,Undetermined
Bonne (la) fermière,spbk0000916,pk105,Science et Arts
Feuille jettée aux vents,spbk0000917,pk036,Histoire
Fille (la) de joye,spbk0000918,pk015,Belles-Lettres
Fille (la) de seize ans,spbk0000919,pk015,Belles-Lettres
Fille (la) naturelle,spbk0000920,pk015,Belles-Lettres
Flaçons (les),spbk0000921,pk015,Belles-Lettres
Foiblesses (les) d'une jolie femme,spbk0000922,pk015,Belles-Lettres
Force (la) de l'éducation,spbk0000923,pk015,Belles-Lettres
Forme du gouvernement de Suède,spbk0000924,pk036,Histoire
Foutro-manie (la),spbk0000925,NA,NA
Fragmens de philosophie morale,spbk0000926,pk105,Science et Arts
Fragment des instructions pour le prince royal de***,spbk0000927,pk105,Science et Arts
Fragments sur l'Inde,spbk0000930,pk036,Histoire
Fragment sur les colonies,spbk0000933,pk105,Science et Arts
[Frauer Rede der Frau Maria Theresia],spbk0000935,pk036,Histoire
Fruits (les) de l'automne,spbk0000936,pk015,Belles-Lettres
Galanteries des rois de France,spbk0000939,NA,NA
